stage	type	level	num
ICM	down	0.665	2
ICM	down	0.61	10
ICM	down	1.0	1
ICM	down	0.8	2
ICM	down	0.6725	4
ICM	down	0.71	2
ICM	down	0.835	2
ICM	down	0.89	3
ICM	down	0.845	2
ICM	down	0.91	2
ICM	down	0.465	4
ICM	down	0.58	1
ICM	down	0.5	1
ICM	down	1.0	2
ICM	down	0.60125	8
ICM	down	0.456666666667	3
ICM	up	0.33	2
ICM	down	0.678	5
ICM	down	0.33	1
ICM	down	0.75	2
ICM	down	0.46	1
ICM	down	0.71	1
ICM	up	0.67	1
ICM	down	0.4	1
ICM	up	0.75	1
ICM	down	0.54	2
ICM	down	0.43	1
ICM	down	0.693333333333	3
ICM	up	0.525	4
ICM	down	0.46	2
ICM	down	0.5	1
ICM	down	0.67	1
ICM	down	0.89	3
ICM	down	0.2	1
ICM	up	0.8	1
ICM	down	0.86	1
ICM	down	0.5	2
ICM	down	0.46	1
ICM	up	1.0	1
ICM	up	0.11	1
ICM	up	0.84	1
ICM	down	0.2	1
ICM	down	0.29	1
ICM	down	0.48	1
ICM	down	0.5	1
ICM	down	0.645	2
ICM	down	1.0	1
ICM	down	0.59	1
ICM	down	0.34	1
ICM	up	0.67	1
ICM	down	0.75	1
ICM	up	0.38	1
ICM	down	0.78	1
ICM	down	0.71	1
ICM	up	0.83	1
ICM	up	0.27	1
ICM	down	0.51	1
ICM	down	0.67	1
ICM	down	1.0	1
ICM	down	0.35	2
ICM	down	1.0	1
ICM	down	1.0	2
ICM	down	0.51	1
ICM	up	0.5	1
ICM	down	0.69	2
ICM	up	0.5	1
ICM	down	1.0	1
ICM	down	0.5	1
ICM	down	0.4	1
ICM	up	0.735	4
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.4	1
ICM	down	0.79	1
ICM	down	1.0	1
ICM	down	0.67	1
ICM	down	0.12	1
ICM	down	1.0	1
ICM	up	1.0	1
ICM	down	0.83	1
ICM	down	1.0	3
ICM	up	1.0	1
ICM	down	0.605	4
ICM	down	0.4	1
ICM	up	0.42	2
ICM	down	0.35	2
ICM	up	1.0	1
ICM	down	0.5275	4
ICM	down	1.0	1
ICM	down	0.5	1
ICM	up	0.57	3
ICM	down	0.45	1
ICM	down	0.7	2
ICM	down	0.82	1
ICM	down	0.89	1
ICM	down	0.51	1
ICM	down	0.61	2
ICM	down	0.52	2
ICM	up	0.51	1
ICM	down	0.75	1
ICM	down	0.59	3
ICM	up	0.5	1
ICM	down	0.6375	4
ICM	down	0.5	1
ICM	down	0.375	2
ICM	down	0.5	1
ICM	down	1.0	1
ICM	down	0.4	1
ICM	down	0.33	1
ICM	up	0.835	2
ICM	down	0.75	2
ICM	up	1.0	1
ICM	up	0.56	2
ICM	down	1.0	2
ICM	down	1.0	1
ICM	down	1.0	1
ICM	up	0.585	2
ICM	down	0.75	1
ICM	down	0.77	4
ICM	down	0.833333333333	3
ICM	down	0.56	3
ICM	down	0.55	1
ICM	down	0.34	1
ICM	down	0.335	2
ICM	down	0.54	2
ICM	up	0.33	1
ICM	up	0.5	1
ICM	up	0.566666666667	3
ICM	up	0.78	2
ICM	down	0.38	1
ICM	down	0.835	2
ICM	up	0.67	1
ICM	down	0.645	2
ICM	up	0.83	1
ICM	up	0.5	2
ICM	down	0.38	1
ICM	down	1.0	1
ICM	down	0.83	1
ICM	down	0.58	1
ICM	down	0.5	1
ICM	down	0.42	1
ICM	down	0.67	1
ICM	up	0.565	2
ICM	down	1.0	4
ICM	down	0.626666666667	3
ICM	down	0.65	2
ICM	down	0.835	2
ICM	down	0.83	1
ICM	down	0.525	2
ICM	up	0.68	1
ICM	down	0.67	1
ICM	down	0.76	2
ICM	down	0.83	1
ICM	up	0.345	2
ICM	up	0.75	2
ICM	down	0.37	1
ICM	down	0.395	2
ICM	down	0.916666666667	3
ICM	down	0.735	2
ICM	down	1.0	1
ICM	down	0.645	2
ICM	down	1.0	1
ICM	down	0.52	2
ICM	up	0.67	1
ICM	down	0.46	1
ICM	down	0.36	1
ICM	down	0.5	1
ICM	down	0.473333333333	3
ICM	up	1.0	1
ICM	down	0.31	1
ICM	down	0.48	1
ICM	up	1.0	1
ICM	up	0.84	3
ICM	up	0.564444444444	9
ICM	up	0.815714285714	7
ICM	up	0.4	1
ICM	up	0.895	2
ICM	up	0.763333333333	3
ICM	down	0.615	4
ICM	down	0.915	2
ICM	up	0.875	2
ICM	down	0.44	1
ICM	up	0.33	1
ICM	up	0.39	2
ICM	down	0.5	1
ICM	down	0.6	1
ICM	down	0.53	1
ICM	up	0.25	1
ICM	up	0.563333333333	3
ICM	up	0.45	1
ICM	up	0.49	4
ICM	down	0.48	1
ICM	down	0.61	1
ICM	up	1.0	1
ICM	down	0.79	1
ICM	up	0.685	2
ICM	down	0.83	1
ICM	down	0.52	1
ICM	down	0.67	1
ICM	up	1.0	2
ICM	down	0.41	1
ICM	down	0.56	1
ICM	up	0.496666666667	3
ICM	down	0.645	4
ICM	up	1.0	1
ICM	down	0.5	1
ICM	down	0.8	1
ICM	down	0.5	1
ICM	down	0.28	1
ICM	down	0.75	1
ICM	down	0.4	1
ICM	down	0.71	1
ICM	down	1.0	1
ICM	down	0.12	1
ICM	down	0.4925	4
ICM	down	1.0	1
ICM	down	0.83	1
ICM	up	0.23	1
ICM	down	0.761666666667	6
ICM	down	0.46	1
ICM	down	0.79	1
ICM	down	0.625	2
ICM	down	0.89	1
ICM	down	0.23	1
ICM	down	0.595	4
ICM	down	0.585	2
ICM	down	0.79	1
ICM	down	0.8	3
ICM	down	0.75	3
ICM	down	0.75	2
ICM	up	0.8575	4
ICM	down	0.67	1
ICM	down	0.585	2
ICM	up	0.68	1
ICM	down	0.59	2
ICM	down	0.5	1
ICM	down	0.27	2
ICM	down	0.3	1
ICM	down	0.663333333333	6
ICM	down	0.83	1
ICM	down	0.65	1
ICM	down	0.39	1
ICM	down	0.255	2
ICM	down	0.43	1
ICM	down	0.616666666667	3
ICM	down	0.82	1
ICM	down	0.5	1
ICM	down	0.62	1
ICM	down	0.81	1
ICM	down	1.0	2
ICM	down	1.0	1
ICM	down	0.85	1
ICM	up	0.875	2
ICM	down	0.83	1
ICM	down	0.83	1
ICM	up	0.83	2
ICM	down	0.73	2
ICM	down	0.57	4
ICM	down	0.33	1
ICM	up	0.653333333333	3
ICM	up	0.49	2
ICM	down	0.5	1
ICM	up	0.626666666667	3
ICM	down	0.54	1
ICM	down	0.25	1
ICM	up	0.62	2
ICM	down	0.640769230769	13
ICM	up	0.6	3
ICM	down	0.79	4
ICM	down	0.595	2
ICM	up	0.68	1
ICM	down	0.44	1
ICM	up	0.456666666667	3
ICM	down	0.46	3
ICM	up	0.818	5
ICM	down	0.75	2
ICM	down	0.63	1
ICM	down	0.62	1
ICM	down	0.405	2
ICM	down	0.67	1
ICM	up	0.82125	8
ICM	up	0.55	1
ICM	down	0.915	2
ICM	down	0.605	2
ICM	down	0.235	2
ICM	down	1.0	1
ICM	down	0.67	1
ICM	down	0.5	2
ICM	up	1.0	1
ICM	down	0.3	1
ICM	down	0.47	2
ICM	down	0.37	1
ICM	up	0.65	2
ICM	up	0.915	2
ICM	down	0.4	1
ICM	up	0.664	5
ICM	up	0.665	2
ICM	up	0.866666666667	3
ICM	down	1.0	1
ICM	down	0.5	1
ICM	down	1.0	1
ICM	down	0.58	1
ICM	down	0.5	1
ICM	down	0.25	1
ICM	down	0.58	1
ICM	up	0.685	4
ICM	down	0.5	2
ICM	down	0.69	2
ICM	up	0.33	1
ICM	up	0.8	1
ICM	down	0.47	4
ICM	down	1.0	1
ICM	down	1.0	2
ICM	up	0.53	2
ICM	down	0.75	1
ICM	down	0.58	2
ICM	down	0.39	1
ICM	down	0.83	1
ICM	up	0.88	1
ICM	down	0.83	1
ICM	down	0.75	2
ICM	down	0.75	1
ICM	up	0.25	1
ICM	up	1.0	1
ICM	down	0.5	1
ICM	down	0.67	1
ICM	down	0.595	2
ICM	down	0.59	2
ICM	up	0.6	1
ICM	down	0.46	1
ICM	up	0.67	1
ICM	up	0.67	1
ICM	down	0.78	1
ICM	down	0.58	1
ICM	down	1.0	1
ICM	down	0.915	2
ICM	down	0.8	2
ICM	down	0.88	1
ICM	up	0.695	8
ICM	down	0.805	2
ICM	down	1.0	1
ICM	up	1.0	1
ICM	down	0.5075	4
ICM	down	0.825	2
ICM	up	0.32	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.5	1
ICM	up	0.7	1
ICM	up	0.65	1
ICM	down	0.835	2
ICM	down	1.0	1
ICM	down	0.7925	4
ICM	down	0.53	1
ICM	down	0.44	2
ICM	up	0.33	1
ICM	down	0.25	1
ICM	down	0.83	1
ICM	up	0.83	1
ICM	down	1.0	1
ICM	down	0.7	2
ICM	down	1.0	1
ICM	down	0.67	1
ICM	down	0.49	6
ICM	up	0.665	2
ICM	up	0.92	1
ICM	down	0.75	1
ICM	down	0.75	1
ICM	down	0.4	1
ICM	down	0.975	4
ICM	down	0.773333333333	3
ICM	down	0.28	1
ICM	down	0.83	1
ICM	up	1.0	1
ICM	down	1.0	2
ICM	down	0.86	1
ICM	down	0.5	1
ICM	up	1.0	1
ICM	down	0.33	1
ICM	up	0.796666666667	3
ICM	down	0.916666666667	3
ICM	down	1.0	1
ICM	up	0.5	1
ICM	down	1.0	2
ICM	up	1.0	1
ICM	down	0.775	6
ICM	down	0.385	2
ICM	down	0.8	1
ICM	down	1.0	4
ICM	down	0.4	1
ICM	down	1.0	1
ICM	down	0.42	1
ICM	down	0.5	1
ICM	down	0.49	1
ICM	up	0.4	1
ICM	up	1.0	1
ICM	up	0.445	2
ICM	up	0.625	2
ICM	down	0.67	1
ICM	down	1.0	1
ICM	up	0.67	1
ICM	up	0.5	2
ICM	down	0.515	2
ICM	down	0.67	1
ICM	up	0.65	3
ICM	down	1.0	1
ICM	down	0.698	5
ICM	down	0.67	1
ICM	up	1.0	1
ICM	up	0.41	2
ICM	down	0.353333333333	3
ICM	down	1.0	1
ICM	up	0.39	1
ICM	down	0.33	1
ICM	up	0.823333333333	3
ICM	up	0.8	1
ICM	down	1.0	1
ICM	up	1.0	1
ICM	up	0.33	1
ICM	down	1.0	1
ICM	up	1.0	1
ICM	down	0.26	1
ICM	down	0.506	5
ICM	down	0.2	1
ICM	up	0.423333333333	3
ICM	down	0.835	2
ICM	down	0.43	1
ICM	down	0.51	2
ICM	up	1.0	1
ICM	down	1.0	1
ICM	down	0.42	1
ICM	down	0.4	1
ICM	down	0.62	1
ICM	down	1.0	2
ICM	up	0.33	1
ICM	down	0.5	1
ICM	down	0.4	1
ICM	down	0.5	1
ICM	down	0.5	1
ICM	up	0.49	4
ICM	up	0.62	2
ICM	up	0.33	1
ICM	down	0.42	2
ICM	down	0.67	1
ICM	up	0.55	1
ICM	down	0.56	1
ICM	up	1.0	1
ICM	up	0.3075	4
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.8	1
ICM	down	0.5	1
ICM	down	0.33	1
ICM	down	1.0	1
ICM	up	0.49	1
ICM	down	0.47	2
ICM	down	0.67	1
ICM	down	0.5	1
ICM	down	0.33	1
ICM	down	0.85	3
ICM	down	0.59	3
ICM	up	1.0	1
ICM	down	0.515	2
ICM	up	0.67	1
ICM	down	0.653333333333	3
ICM	down	0.67	1
ICM	up	0.75	2
ICM	down	0.94	2
ICM	down	0.496666666667	3
ICM	down	0.54	1
ICM	down	0.57	1
ICM	down	0.67	1
ICM	up	0.835	2
ICM	down	0.88	1
ICM	down	0.58	1
ICM	down	1.0	1
ICM	down	0.643333333333	3
ICM	down	0.54	5
ICM	down	1.0	1
ICM	down	0.86	1
ICM	down	0.27	1
ICM	down	0.64	3
ICM	down	0.67	1
ICM	down	0.69	1
ICM	down	0.67	1
ICM	down	0.5	1
ICM	down	0.5	1
ICM	down	1.0	1
ICM	down	0.666666666667	3
ICM	down	0.5	2
ICM	up	1.0	1
ICM	down	0.595714285714	7
ICM	up	0.45	1
ICM	down	1.0	1
ICM	down	0.63	1
ICM	down	0.19	1
ICM	down	0.4	1
ICM	down	0.5	5
ICM	up	0.8	1
ICM	down	0.27	1
ICM	down	1.0	1
ICM	down	0.5	1
ICM	up	0.315	2
ICM	down	0.18	1
ICM	down	0.33	1
ICM	up	1.0	2
ICM	down	1.0	2
ICM	down	0.415	2
ICM	up	0.79	1
ICM	down	0.6	1
ICM	down	0.67	1
ICM	down	0.58	1
ICM	down	0.94	1
ICM	down	0.5	1
ICM	down	0.57	1
ICM	down	0.875	2
ICM	down	0.503333333333	3
ICM	down	1.0	1
ICM	down	0.6	1
ICM	down	0.846666666667	3
ICM	down	0.67	1
ICM	down	0.15	1
ICM	down	0.95	1
ICM	down	0.7	1
ICM	down	0.316666666667	3
ICM	up	1.0	1
ICM	down	0.65	3
ICM	down	0.475	2
ICM	down	0.38	2
ICM	down	0.67	1
ICM	down	0.32	1
ICM	up	0.5	2
ICM	up	0.57	3
ICM	down	0.58	1
ICM	down	1.0	2
ICM	down	0.295	2
ICM	down	0.83	1
ICM	down	0.31	1
ICM	down	0.43	2
ICM	down	0.75	2
ICM	down	0.83	1
ICM	down	0.43	1
ICM	up	0.585	2
ICM	down	0.33	1
ICM	up	0.33	1
ICM	up	0.585	2
ICM	down	0.67	1
ICM	down	0.66	1
ICM	down	1.0	1
ICM	down	0.33	1
ICM	down	0.68875	8
ICM	up	0.83	3
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.693333333333	3
ICM	down	0.385	2
ICM	down	1.0	1
ICM	up	0.56	2
ICM	up	1.0	1
ICM	down	0.5	1
ICM	up	0.7	1
ICM	down	0.86	2
ICM	up	0.5	2
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.45	1
ICM	up	0.83	2
ICM	up	1.0	1
ICM	up	0.21	1
ICM	up	0.62	4
ICM	down	0.67	1
ICM	down	0.745	2
ICM	down	0.46	2
ICM	down	0.67	1
ICM	up	0.63	4
ICM	down	0.75	1
ICM	down	0.575	2
ICM	down	0.67	1
ICM	down	1.0	1
ICM	down	0.793333333333	3
ICM	down	0.25	1
ICM	down	0.715	2
ICM	down	0.39	1
ICM	down	1.0	1
ICM	down	0.62	1
ICM	up	0.67	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.4425	4
ICM	down	0.806	5
ICM	down	0.73	3
ICM	down	1.0	2
ICM	down	0.5	1
ICM	up	0.75	2
ICM	up	1.0	2
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.71	1
ICM	down	1.0	1
ICM	down	0.34	1
ICM	up	0.75	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	up	0.5	1
ICM	up	1.0	2
ICM	down	0.33	1
ICM	down	1.0	1
ICM	down	0.5	1
ICM	down	0.75	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	up	0.25	1
ICM	down	0.8	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	up	0.25	1
ICM	down	1.0	2
ICM	down	0.535	2
ICM	down	0.75	2
ICM	up	0.443333333333	3
ICM	down	0.75	1
ICM	down	0.83	1
ICM	down	0.75	2
ICM	down	0.75	1
ICM	up	1.0	1
ICM	down	0.735	2
ICM	up	0.57	1
ICM	down	0.78	1
ICM	down	0.91	2
ICM	down	0.68	1
ICM	up	0.4	1
ICM	down	1.0	3
ICM	down	0.525	2
ICM	down	0.21	1
ICM	down	0.82	1
ICM	up	1.0	1
ICM	down	0.7	2
ICM	down	0.5	2
ICM	down	0.5	1
ICM	down	0.68	2
ICM	down	0.835	2
ICM	up	0.6	1
ICM	up	1.0	1
ICM	down	0.67	1
ICM	down	0.735	4
ICM	up	1.0	1
ICM	up	0.22	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.925	2
ICM	down	1.0	1
ICM	down	0.36	3
ICM	up	0.33	1
ICM	down	0.685	2
ICM	down	0.15	1
ICM	down	1.0	1
ICM	down	0.41	1
ICM	down	0.9	1
ICM	up	0.84	1
ICM	down	0.5	1
ICM	up	0.35	3
ICM	down	0.875	2
ICM	down	0.81	1
ICM	down	1.0	1
ICM	down	0.24	1
ICM	down	0.5875	4
ICM	down	0.82	3
ICM	down	0.29	1
ICM	down	0.75	2
ICM	down	0.915	2
ICM	down	0.863333333333	3
ICM	down	0.4	1
ICM	up	0.75	2
ICM	down	0.38	2
ICM	up	0.67	1
ICM	down	0.603333333333	3
ICM	up	0.75	1
ICM	up	1.0	1
ICM	down	0.78	3
ICM	down	0.8	1
ICM	up	0.51	2
ICM	down	0.826666666667	3
ICM	down	0.5	1
ICM	up	0.576666666667	3
ICM	down	0.4	1
ICM	up	0.38	1
ICM	down	0.51	1
ICM	up	0.79	1
ICM	down	0.84	1
ICM	up	0.45	2
ICM	down	0.41	1
ICM	up	0.39	3
ICM	down	0.5	1
ICM	down	0.523333333333	3
ICM	down	0.09	1
ICM	down	1.0	1
ICM	down	0.58	1
ICM	down	0.36	1
ICM	down	0.84	2
ICM	up	1.0	1
ICM	down	0.5	1
ICM	up	0.525	2
ICM	down	0.58	1
ICM	down	1.0	1
ICM	down	0.655	2
ICM	up	1.0	1
ICM	down	0.5	1
ICM	down	0.29	1
ICM	down	0.65	3
ICM	down	1.0	1
ICM	down	0.435	2
ICM	down	0.83	1
ICM	down	1.0	1
ICM	down	0.51	1
ICM	up	1.0	1
ICM	down	1.0	1
ICM	down	0.56	1
ICM	down	0.47	1
ICM	up	0.723333333333	3
ICM	down	1.0	1
ICM	down	0.58	2
ICM	down	1.0	1
ICM	down	0.5975	4
ICM	down	0.48	2
ICM	down	0.83	2
ICM	up	0.71	1
ICM	down	0.38	2
ICM	down	0.265	2
ICM	up	0.556666666667	3
ICM	down	0.29	1
ICM	down	0.8	3
ICM	up	0.33	1
ICM	down	0.67	1
ICM	down	0.54	2
ICM	up	0.46	1
ICM	up	0.88	1
ICM	up	0.4	1
ICM	down	0.76	1
ICM	down	0.575	2
ICM	down	0.25	1
ICM	down	1.0	1
ICM	down	0.83	1
ICM	down	0.6	2
ICM	down	1.0	1
ICM	up	0.625	2
ICM	down	0.765	2
ICM	down	1.0	1
ICM	down	0.33	1
ICM	down	1.0	1
ICM	down	0.835	2
ICM	up	0.8	1
ICM	down	0.553333333333	3
ICM	down	0.81	1
ICM	down	1.0	1
ICM	down	0.575	4
ICM	up	0.505	2
ICM	up	0.806666666667	6
ICM	down	1.0	1
ICM	up	0.833333333333	3
ICM	down	0.275	2
ICM	down	0.23	1
ICM	up	0.93	2
ICM	down	0.674	5
ICM	down	0.702	5
ICM	down	0.58	2
ICM	down	0.45	1
ICM	down	0.497142857143	7
ICM	down	0.443333333333	3
ICM	up	0.6	1
ICM	up	1.0	1
ICM	down	0.51	1
ICM	up	0.755	2
ICM	down	0.5	1
ICM	up	1.0	1
ICM	down	0.735	2
ICM	down	0.67	1
ICM	down	0.493333333333	3
ICM	up	0.4	1
ICM	down	0.38	1
ICM	up	0.406666666667	3
ICM	down	1.0	1
ICM	down	0.57	1
ICM	up	0.9	2
ICM	down	0.28	2
ICM	down	0.7375	4
ICM	down	0.585	2
ICM	down	1.0	1
ICM	down	0.306666666667	3
ICM	up	1.0	1
ICM	down	0.93	1
ICM	up	0.56	1
ICM	down	0.83	1
ICM	up	0.58	1
ICM	down	0.51	2
ICM	down	0.715	2
ICM	down	0.67	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.705	2
ICM	up	0.53	1
ICM	up	0.33	1
ICM	down	0.29	1
ICM	down	1.0	2
ICM	down	0.67	1
ICM	down	1.0	1
ICM	down	0.62	3
ICM	up	0.775	2
ICM	down	0.57	1
ICM	up	0.67	1
ICM	down	0.67	2
ICM	up	0.4	1
ICM	up	0.5	1
ICM	down	0.5	1
ICM	down	0.6	1
ICM	down	0.75	2
ICM	down	0.33	1
ICM	down	0.5	1
ICM	up	0.5	1
ICM	down	0.37	1
ICM	down	0.5	2
ICM	down	0.83	1
ICM	down	1.0	1
ICM	down	0.775	2
ICM	down	0.955	2
ICM	down	0.33	1
ICM	down	0.71	2
ICM	up	0.575	2
ICM	up	1.0	1
ICM	up	0.415	2
ICM	up	0.576666666667	3
ICM	down	0.4	1
ICM	down	0.29	1
ICM	up	1.0	1
ICM	up	0.5	1
ICM	down	0.62	1
ICM	down	1.0	2
ICM	down	0.49	4
ICM	down	0.18	1
ICM	up	0.75	3
ICM	down	0.5	1
ICM	down	0.83	1
ICM	down	0.47	1
ICM	down	1.0	1
ICM	down	0.67	1
ICM	up	0.78	3
ICM	down	1.0	1
ICM	down	0.67	1
ICM	down	0.5	1
ICM	down	0.58	4
ICM	down	0.54	1
ICM	down	0.75	2
ICM	up	0.523333333333	3
ICM	down	0.661666666667	6
ICM	up	0.545	2
ICM	down	0.636	5
ICM	up	0.635	2
ICM	down	1.0	1
ICM	up	0.5	1
ICM	up	0.655	2
ICM	down	0.546666666667	3
ICM	down	0.85	1
ICM	down	0.75	2
ICM	down	0.39	1
ICM	down	0.415	2
ICM	down	0.49	2
ICM	down	0.34	4
ICM	up	0.29	1
ICM	up	0.4	1
ICM	down	0.52	3
ICM	down	1.0	1
ICM	down	0.875	2
ICM	up	1.0	1
ICM	down	0.83	1
ICM	up	0.85	2
ICM	down	0.48	1
ICM	up	0.665	2
ICM	up	1.0	1
ICM	up	0.4	1
ICM	down	0.31	1
ICM	up	0.42	1
ICM	down	0.545	2
ICM	up	0.565	2
ICM	down	0.67	1
ICM	down	0.83	2
ICM	down	0.83	1
ICM	down	1.0	1
ICM	down	1.0	2
ICM	up	0.38	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	up	1.0	1
ICM	up	0.834	5
ICM	up	0.8	1
ICM	down	0.55	1
ICM	down	0.33	1
ICM	down	0.67	2
ICM	down	1.0	5
ICM	down	0.875	2
ICM	down	1.0	1
ICM	up	0.75	2
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.67	1
ICM	down	0.673333333333	3
ICM	down	1.0	2
ICM	down	0.25	1
ICM	down	0.835	2
ICM	down	0.592	5
ICM	down	0.53	1
ICM	down	1.0	2
ICM	down	0.87	3
ICM	up	0.553333333333	3
ICM	up	0.8	1
ICM	down	0.476666666667	3
ICM	up	0.555	2
ICM	down	0.845	4
ICM	down	0.5	1
ICM	down	0.403333333333	3
ICM	down	0.29	1
ICM	up	0.5	1
ICM	down	0.628	5
ICM	down	0.67	1
ICM	up	0.255	2
ICM	down	1.0	1
ICM	down	0.33	1
ICM	down	1.0	1
ICM	down	0.8	1
ICM	up	0.5	1
ICM	up	0.27	1
ICM	down	0.17	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	up	1.0	1
ICM	up	0.785	4
ICM	down	0.88	1
ICM	down	1.0	1
ICM	down	0.83	1
ICM	down	0.71	2
ICM	down	0.33	1
ICM	up	1.0	1
ICM	down	0.5	1
ICM	down	0.5	2
ICM	up	0.5	1
ICM	down	0.88	1
ICM	down	1.0	1
ICM	up	0.27	1
ICM	down	0.25	1
ICM	down	0.48	1
ICM	down	0.89	3
ICM	down	0.38	1
ICM	down	0.67	1
ICM	down	0.47	1
ICM	up	0.9	1
ICM	up	0.75	4
ICM	down	1.0	1
ICM	down	0.67	1
ICM	down	0.59	1
ICM	down	0.625	2
ICM	down	0.59	1
ICM	down	0.48	1
ICM	down	0.705	2
ICM	up	0.22	1
ICM	down	0.67	1
ICM	down	0.58	2
ICM	down	0.495	2
ICM	down	0.5	1
ICM	down	0.38	1
ICM	up	0.81	2
ICM	down	0.7	2
ICM	up	0.436666666667	3
ICM	down	0.88	1
ICM	up	0.25	1
ICM	down	0.69	2
ICM	down	0.385	2
ICM	down	0.64	1
ICM	down	0.7	2
ICM	up	0.83	2
ICM	up	1.0	1
ICM	down	0.687777777778	9
ICM	down	1.0	1
ICM	down	0.7	1
ICM	up	0.48	2
ICM	down	1.0	1
ICM	down	0.768	5
ICM	down	0.685	2
ICM	down	1.0	1
ICM	up	0.6	1
ICM	down	0.875	2
ICM	up	0.5	1
ICM	up	0.88	1
ICM	up	0.46	1
ICM	down	0.67	1
ICM	down	1.0	1
ICM	up	1.0	3
ICM	down	0.615714285714	7
ICM	down	1.0	2
ICM	down	0.42	1
ICM	up	0.6325	4
ICM	down	0.63	8
ICM	down	0.65	3
ICM	down	0.633333333333	3
ICM	down	1.0	2
ICM	up	0.443333333333	3
ICM	down	0.538	5
ICM	up	0.29	1
ICM	down	1.0	1
ICM	down	1.0	2
ICM	down	0.67	1
ICM	down	0.776666666667	6
ICM	down	0.67	1
ICM	up	1.0	1
ICM	down	0.75	1
ICM	up	0.58	1
ICM	down	0.8075	4
ICM	up	0.4575	4
ICM	down	0.76	1
ICM	down	1.0	1
ICM	down	0.77	1
ICM	up	0.5	1
ICM	down	0.56	1
ICM	down	0.626	5
ICM	down	1.0	1
ICM	down	1.0	1
ICM	down	0.54	3
ICM	up	0.54	1
ICM	down	0.65	2
ICM	down	0.615	2
ICM	down	0.785	2
ICM	down	0.835	2
ICM	down	0.536	5
ICM	down	1.0	2
ICM	up	0.835	2
ICM	down	1.0	1
ICM	up	0.27	1
ICM	down	0.67	1
ICM	down	0.2	1
ICM	up	0.2	1
ICM	down	0.934	5
ICM	down	0.43	1
ICM	down	0.83	1
ICM	up	0.25	1
ICM	down	0.5	1
ICM	down	0.66	5
ICM	down	0.83	1
ICM	down	0.833333333333	3
ICM	up	1.0	3
ICM	up	0.75	2
ICM	up	0.563333333333	3
ICM	up	0.87	1
ICM	down	0.75	1
ICM	down	0.86	1
ICM	down	0.66	1
ICM	up	0.47	1
ICM	down	0.54	3
ICM	down	0.75	1
ICM	up	0.85	1
ICM	down	0.59	2
ICM	down	0.73	1
ICM	up	0.67	1
ICM	up	0.5	1
ICM	down	1.0	1
ICM	up	1.0	1
ICM	down	0.67	2
ICM	down	0.725	2
ICM	down	1.0	1
ICM	down	0.79	2
ICM	down	0.33	1
ICM	up	0.84	1
ICM	down	0.31	1
ICM	down	1.0	1
ICM	down	0.503333333333	3
ICM	down	0.605	2
ICM	down	0.5	1
ICM	down	1.0	1
ICM	up	0.605	4
ICM	down	0.636666666667	3
ICM	down	0.5	1
ICM	down	0.48	1
ICM	down	0.2	1
ICM	down	0.83	1
ICM	down	0.5725	4
ICM	up	0.5	1
ICM	down	0.833333333333	3
ICM	down	0.75	2
ICM	down	0.36	1
ICM	down	0.37	1
ICM	down	0.62	1
ICM	down	0.29	1
ICM	down	1.0	1
ICM	down	1.0	1
ICM	up	0.64	1
ICM	down	0.21	1
ICM	down	0.603333333333	3
ICM	down	1.0	2
ICM	down	0.5	1
ICM	up	0.65	2
ICM	down	0.33	1
ICM	up	0.88	1
ICM	down	0.585	2
ICM	down	0.78	6
ICM	down	0.5	1
ICM	down	0.83	1
ICM	down	0.5	1
ICM	up	0.67	1
ICM	up	0.43	1
ICM	up	0.415	2
ICM	down	1.0	1
ICM	down	0.585	2
ICM	up	0.87	1
ICM	down	0.81	2
ICM	down	0.57	4
ICM	down	1.0	1
ICM	down	0.835	2
ICM	down	0.5	1
ICM	down	0.83	2
ICM	up	1.0	1
ICM	down	1.0	1
ICM	down	0.5	1
ICM	down	0.43	1
ICM	up	0.43	2
ICM	up	0.4	1
ICM	up	0.7075	4
ICM	down	0.7	2
ICM	up	0.42	1
ICM	down	1.0	1
ICM	down	0.9575	4
ICM	down	1.0	1
ICM	down	0.46	1
ICM	up	0.5	1
ICM	down	0.68	1
ICM	up	0.75	1
ICM	down	0.625	2
ICM	down	1.0	1
ICM	up	0.665	2
ICM	up	1.0	1
ICM	down	0.82	2
ICM	down	0.33	1
ICM	down	0.4	1
ICM	down	0.2	1
ICM	down	0.29	1
ICM	down	1.0	1
ICM	down	0.48	1
ICM	up	0.5	1
ICM	down	0.2	1
ICM	down	0.32	1
